INVCAD_DOCTYPE;INVCAD_SCALE;INVCAD_OBJCLASS;INVCAD_OBJTYPE;CADENTITYTYPE;CADLAYERS;CADCOLORS;CADLINETYPES;CADLGLOB;CADLINETHICKNESS;CADDIMSTYLES;CADDIMSCALE;CADTEXTSTYLES;CADTEXTSIZES;CADBLOCKS;CADSCALEBLOCK;CADMSG
FH-FuniculaireHaut;1000;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_opcomp;1;
FH-FuniculaireHaut;500;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_opcomp;0.5;
FH-FuniculaireHaut;200;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_opcomp;0.2;
FB-FuniculaireBas;1000;alt1;Opcomp;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_opcomp;1;
FB-FuniculaireBas;500;alt1;Opcomp;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.5;
FB-FuniculaireBas;200;alt1;Opcomp;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.2;
FB-FuniculaireBas;1000;alt2;Opcomp;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_opcomp;1;
FB-FuniculaireBas;500;alt2;Opcomp;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.5;
FB-FuniculaireBas;200;alt2;Opcomp;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.2;
FB-FuniculaireBas;1000;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_opcomp;1;
FB-FuniculaireBas;500;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.5;
FB-FuniculaireBas;200;alt3;Opcomp;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_opcomp;0.2;
FD-FuniculaireDivers;1000;alt1;PHoto;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;Logophoto;1;
FD-FuniculaireDivers;500;alt1;PHoto;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;Logophoto;0.5;
FD-FuniculaireDivers;200;alt1;PHoto;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;Logophoto;0.2;
FD-FuniculaireDivers;1000;alt2;PHoto;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;Logophoto;1;
FD-FuniculaireDivers;500;alt2;PHoto;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;Logophoto;0.5;
FD-FuniculaireDivers;200;alt2;PHoto;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;Logophoto;0.2;
FD-FuniculaireDivers;1000;alt3;PHoto;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;Logophoto;1;
FD-FuniculaireDivers;500;alt3;PHoto;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;Logophoto;0.5;
FD-FuniculaireDivers;200;alt3;PHoto;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;Logophoto;0.2;
FD-FuniculaireDivers;1000;alt1;POrtage;BlockRef;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;portage;1;
FD-FuniculaireDivers;500;alt1;POrtage;BlockRef;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;portage;0.5;
FD-FuniculaireDivers;200;alt1;POrtage;BlockRef;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;portage;0.2;
FD-FuniculaireDivers;1000;alt2;POrtage;BlockRef;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;portage;1;
FD-FuniculaireDivers;500;alt2;POrtage;BlockRef;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;portage;0.5;
FD-FuniculaireDivers;200;alt2;POrtage;BlockRef;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;portage;0.2;
FD-FuniculaireDivers;1000;alt3;POrtage;BlockRef;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;portage;1;
FD-FuniculaireDivers;500;alt3;POrtage;BlockRef;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;portage;0.5;
FD-FuniculaireDivers;200;alt3;POrtage;BlockRef;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;portage;0.2;
Reseau-Telecom;*;Linéaire;ProjetFO;Polyline;P_TLFO_CHEMINEMENT;ByLayer;ByLayer;0.5;;;;;;;;
FH-FuniculaireHaut;1000;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;1000;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;1000;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;500;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;200;alt1;Pterm;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;500;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;200;alt2;Pterm;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pterm;1;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;500;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.5;Choisir le type de point terminal avec le paramètre de visibilité
FB-FuniculaireBas;200;alt3;Pterm;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pterm;0.2;Choisir le type de point terminal avec le paramètre de visibilité
FH-FuniculaireHaut;1000;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pt;1;
FH-FuniculaireHaut;500;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pt;0.5;
FH-FuniculaireHaut;200;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_pt;0.2;
FH-FuniculaireHaut;1000;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pt;1;
FH-FuniculaireHaut;500;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pt;0.5;
FH-FuniculaireHaut;200;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_pt;0.2;
FH-FuniculaireHaut;1000;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pt;1;
FH-FuniculaireHaut;500;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pt;0.5;
FH-FuniculaireHaut;200;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_pt;0.2;
FB-FuniculaireBas;1000;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pt;1;
FB-FuniculaireBas;500;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pt;0.5;
FB-FuniculaireBas;200;alt1;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_pt;0.2;
FB-FuniculaireBas;1000;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pt;1;
FB-FuniculaireBas;500;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pt;0.5;
FB-FuniculaireBas;200;alt2;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_pt;0.2;
FB-FuniculaireBas;1000;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pt;1;
FB-FuniculaireBas;500;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pt;0.5;
FB-FuniculaireBas;200;alt3;PT-PointTechnique;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_pt;0.2;
FH-FuniculaireHaut;1000;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;1000;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;1000;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;500;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FH-FuniculaireHaut;200;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;500;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;200;alt1;Raccord;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;500;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;200;alt2;Raccord;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;1000;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_raccord;1;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;500;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.5;Choisir le type de raccord avec le paramètre de visibilité
FB-FuniculaireBas;200;alt3;Raccord;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_raccord;0.2;Choisir le type de raccord avec le paramètre de visibilité
Grid;*;Decoup;Référence-de-plan;Text;P_CADR_DECOUP;ByLayer;ByLayer;;;;;ARIAL;50;;;
Reseau-Telecom;*;Regard;Rond;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;reg_rond;1;
Reseau-Telecom;*;Chambre;S1;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S1;1;
Reseau-Telecom;*;Chambre;S2;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S2;1;
Reseau-Telecom;*;Chambre;S3;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S3;1;
Reseau-Telecom;*;Chambre;S4;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S4;1;
Reseau-Telecom;*;Chambre;S5;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S5;1;
Reseau-Telecom;*;Chambre;S6;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S6;1;
Reseau-Telecom;*;Chambre;S6Bis;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S6bis;1;
Reseau-Telecom;*;Chambre;S7;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ctp_S7;1;
Concessionnaires;*;Réseaux;SA-assainissement;Polyline;A_RZO__ASSAINIS;ByLayer;ByLayer;;;;;;;;;
Concessionnaires;*;Réseaux;SIgnalisation;Polyline;A_RZO__SIGNALISATION;ByLayer;ByLayer;;;;;;;;;
Plan;*;EP-EspacePapier;TableauModifications;CADBLOCKATT;P_CART_D;ByLayer;ByLayer;;;;;;;MODIF;1;
Concessionnaires;*;Réseaux;TL-télécoms;Polyline;A_RZO__TEL;ByLayer;ByLayer;;;;;;;;;
FH-FuniculaireHaut;1000;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_miseterre;1;
FH-FuniculaireHaut;500;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.5;
FH-FuniculaireHaut;200;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.2;
FH-FuniculaireHaut;1000;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_miseterre;1;
FH-FuniculaireHaut;500;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.5;
FH-FuniculaireHaut;200;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.2;
FH-FuniculaireHaut;1000;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_miseterre;1;
FH-FuniculaireHaut;500;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.5;
FH-FuniculaireHaut;200;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_h_miseterre;0.2;
FB-FuniculaireBas;1000;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_miseterre;1;
FB-FuniculaireBas;500;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.5;
FB-FuniculaireBas;200;alt1;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN1;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.2;
FB-FuniculaireBas;1000;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_miseterre;1;
FB-FuniculaireBas;500;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.5;
FB-FuniculaireBas;200;alt2;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN2;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.2;
FB-FuniculaireBas;1000;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_miseterre;1;
FB-FuniculaireBas;500;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.5;
FB-FuniculaireBas;200;alt3;TR-MiseALaTerre;CADBLOCKATT;P_TLFO_FUN3;ByLayer;ByLayer;;;;;;;fun_b_miseterre;0.2;
Reseau-Telecom;*;Chambre;TU1;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU1;1;
Reseau-Telecom;*;Chambre;TU2;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU2;1;
Reseau-Telecom;*;Chambre;TU4;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU4;1;
Reseau-Telecom;*;Chambre;TU6;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU6;1;
Reseau-Telecom;*;Chambre;TU8;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU8;1;
Reseau-Telecom;*;Chambre;TU10;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;ch_TU10;1;
Reseau-Telecom;1000;Telephone;Alarme;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al;1;
Reseau-Telecom;1000;Telephone;AR-AlarmeRegulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al_reg;1;
Reseau-Telecom;1000;Telephone;PN;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PN;1;
Reseau-Telecom;1000;Telephone;PV;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PV;1;
Reseau-Telecom;1000;Telephone;Regulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_reg;1;
Reseau-Telecom;500;Telephone;Alarme;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al;0.5;
Reseau-Telecom;500;Telephone;AR-AlarmeRegulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al_reg;0.5;
Reseau-Telecom;500;Telephone;PN;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PN;0.5;
Reseau-Telecom;500;Telephone;PV;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PV;0.5;
Reseau-Telecom;500;Telephone;Regulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_reg;0.5;
Reseau-Telecom;200;Telephone;Alarme;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al;0.2;
Reseau-Telecom;200;Telephone;AR-AlarmeRegulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_al_reg;0.2;
Reseau-Telecom;200;Telephone;PN;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PN;0.2;
Reseau-Telecom;200;Telephone;PV;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_PV;0.2;
Reseau-Telecom;200;Telephone;Regulation;BlockRef;P_TLFO_POINTS;ByLayer;ByLayer;;;;;;;tel_reg;0.2;
